rec_id,state,county,site_name,devel,latitude,longitude,oremin,assocmin,hostrock,source
1089,CO,Chaffee,"Calumet iron mine","former iron mine",38.6374,-105.9475,"Near the contact fibrous tremolite and especially coarse poikilitic augite crystals are conspicuous"""" (Behre and others, 1936, p. 798).","diopside, epidote, garnet, biotite, wernerite, actinolite, magnetite, hematite, pyrite, chalcopyrite","contact metamorphosed limestone",
1090,CO,Jefferson,"Creswell mine","historic shallow adits",39.6949,-105.3665,"Fibrous green to blue-green masses of edenite have been identified associated with diopside, tremolite, and piemontite"""" (Eckel, 1997, p. 188). """"White to very pale green fibrous masses of tremolite occur with edenite, diopside, and other calc-silicates"""" (Eckel, 1997, p. 497).","diopside, piemontite, """"other calc-silicates"""" (Eckel, 1997, p. 497)","not reported",
1091,CO,Larimer,"Copper King uranium mine","former uranium mine",40.851,-105.495,"The anthophyllite typically occurs as sheaves of curved fibers, oriented at random, as much as an inch long and averaging about half an inch in length"""" (Sims and others, 1958, p. 182).","cummingtonite, phlogopite, apatite, quartz, calcite, sulfides, magnetite","anthophyllite skarn",
1092,ID,Latah,"Gold Hill stock",outcrops,46.9668,-116.7486,"A [vermiculite] deposit in the Gold Hill district in Latah County, Idaho, contains abundant fibers of actinolite on the surface of vermiculite grains."""" (Van Gosen and others, 2005, p. 4)","augite, biotite, vermiculite, feldspar, magnetite, sphene, pyrite, chalcopyrite","syenite stock and dikes",
1093,MT,Ravalli,"Ravalli County carbonatites","former niobium prospects",45.5194,-114.3165,"light green actinolite forms clusters of fibers, usually in radiating groups"""" (Heinrich and Levinson, 1961, p. 1437)","numerous minerals reported--see Crowley (1960) and Heinrich and Levinson (1961)",carbonatite,
1094,NM,Hidalgo,"Copper Dick mine","former gold mine",31.8566,-108.4606,"Fibrous actinolite"""" (V.T. McLemore, New Mexico Bureau of Mines and Geology, written communication, 2007)","chalcopyrite, unknown Ag- and Au-bearing minerals, galena, garnet, epidote, chlorite, albite, calcite, quartz",skarn,
1095,NM,Luna,"Victorio mining district","drill core",32.1855,-108.1055,"Fibrous actinolite"""" (V.T. McLemore, New Mexico Bureau of Mines and Geology, written communication, 2007)","numerous minerals reported--see Dunbar and McLemore (2000)",skarn,
1096,NM,Otero,"Cinco de Mayo and Iron Duke mines","former iron mines",32.4231,-106.1222,"Fibrous actinolite"""" (V.T. McLemore, New Mexico Bureau of Mines and Geology, written communication, 2007)","magnetite, hematite, garnet, pyrite, fluorite, chalcopyrite, cuprite, malachite, quartz, calcite, diopside",skarn,
1097,NM,Grant,"Scheelite mine","former tungsten mine",32.7658,-108.456,"Fibrous tremolite"""" (V.T. McLemore, New Mexico Bureau of Mines and Geology, written communication, 2007)","scheelite, andradite, spessartine, actinolite, epidote, quartz, calcite",skarn,
1098,NM,Grant,"Pinos Altos district","former gold-copper-lead-zinc mines",32.8678,-108.2513,"Fibrous actinolite"""" (V.T. McLemore, New Mexico Bureau of Mines and Geology, written communication, 2007)","numerous minerals reported--see McKnight and Fellows (1978)",skarn,
1099,NM,Lincoln,"Capitan iron deposit","former iron mine",33.6217,-105.5533,"The tremolite is finely fibrous"""" (Kelley, 1952, p. 74)","numerous minerals reported--see Kelley (1952, p. 73-75)","magnetite iron ore replacing dolomite",
1100,MI,Marinette,"occurrences in metagabbro sills",outcrops,45.775,-88,"The actinolite may be dense and more or less confined to sites of previous augite, or fibrous and matted and interlaced with adjacent alteration minerals"""" (Bayley and others, 1966, p. 68).","plagioclase, albite, saussurite, labradorite, andesine, quartz, hornblende, augite, chlorite, calcite, epidote, magnetite",metagabbro,
1101,MI,Marquette,"Empire iron mine","iron mine",46.4583,-87.6,"A thin zone with one-quarter inch bands of finely fibrous blue-black riebeckite occurs near the base of the iron formation in a host rock of very fine-grained quartz-garnet-biotite"""" (Heinrich, 1976, p. 185).","magnetite, chert, siderite, ankerite, minnesotaite, stilpnomelane, chlorite, biotite",iron-formation,
1102,MI,Marquette,"actinolitic slates and schists",outcrops,46.5066,-87.3906,"In plagioclase-rich layers, fibrous actinolite grows along cleavage and twin planes in the plagioclase and apparently formed by replacement of plagioclase"""" (Gair and Thaden, 1968, p. 13).","sodic plagioclase, carbonates, magnetite, quartz, secondary iron oxides","actinolitic slates and schists",
1103,MI,Houghton,"Centennial mine","former copper mine",47.2558,-88.422,"capillary tremolite ('byssolite')"""" (Williams, 1963, p. 614).","anthonyite, calumetite, quartz, epidote, monazite, native copper, cuprite, paratacamite, """"numerous unidentified basic copper chlorides",basalt,
1104,MN,"Saint Louis","Eastern Mesabi district","taconite deposits",47.667,-91.917,"In cherty taconite, grunerite develops as tabular crystals and fibrous radiating sheaves composed of fine needles"""" (French, 1968, p. 36). """"Much of the cummingtonite and hornblende occurs as fibrous masses that surround and replace coarser crystals of fayalite and pyroxene"""" (French, 1968, p. 40).","numerous minerals reported--see French (1968)","taconite (banded iron-formation)",
1105,MO,Shannon,"Thorny Mountain mine","former manganese mine",37.1032,-91.186,"Tremolite """"appears in silky, white, radial, fibrous tuffs on the coppery red mangansericite in the specimen from Thorny Mountain"""" (Grawe, 1943, p. 20)","mangansericite, clay minerals, feldspar, quartz, alunite, fluorite","veins and brecciated zones that cut rhyolite porphyry",
1106,MO,Iron,"Ketcherside Gap deposit","small former copper mine",37.5132,-90.66,"Actinolite exhibits colour-zoned prismatic to fibrous grains replacing clinopyroxene, garnet, and early scapolite"""" (Lowell and Noll, 2001, p. 379). """"Colour-zoned prismatic to fibrous amphibole with colourless to pale green pleochroism is the dominant late skarn phase in both volcaniclastic and dolomite protoliths"""" (Lowell and Noll, 2001, p. 388).","numerous minerals reported--see Lowell and Noll (2001)","scapolite skarn",
1107,SD,Pennington,"occurrence along small branch of Spring Creek","mineral specimen collection site",43.8988,-103.74,"beautiful columnar masses and also fibrous radiating, often densely matted, aggregates of actinolite"""" (Roberts and Rapp, 1965, p. 14)","calcite, quartz, phlogopite",marble,
1108,SD,Pennington,"Bullion gold mine","former gold mine",43.9007,-103.4203,"radiating groups of needles or fibers of cummingtonite"""" (Roberts and Rapp, 1965, p. 12)","garnet, hornblende, quartz, feldspar",iron-formation,
1109,SD,Pennington,"occurrence along Spring Creek",outcrops,43.9859,-103.4028,"radiating groups of needles or fibers of cummingtonite"""" (Roberts and Rapp, 1965, p. 12)","garnet, hornblende, quartz, feldspar",amphibolite,
